,screen_name,name,verified,created_at,age,age_days,url,description,links,follower_count,avg_new_followers_per_day,favourites_count,avg_likes_last_50,avg_rt_last_50,user_mentions_last_50
58,CryptoKuiil,UNCUT GEMS,False,2009-12-18 23:57:59+00:00,4469 days 01:25:42.614375,4469,https://t.co/uNLvHYAfNj,Crypto Gem Finder Uncut Gems Lover Trader/Investor | Not investment advice https://t.co/oB3tGllIo0 https://t.co/VBsHXs4VQL DM for Business Inquiries. I have spoken,"['https://t.co/oB3tGllIo0', 'https://t.co/VBsHXs4VQL']",19346,4.3289326471246365,14440,6.24,12.0,"['zeldainucreator', 'Perry8k', 'SnoopDogg', 'AdeldMeyer', 'DarkFrontiersGS', 'SynapseNetwork_', 'LoganPaul', 'THERUNGUYS', 'TheDaoMaker', 'whale_alert', 'TheMoonCarl', 'animocabrands', 'TrustPad', 'avalancheavax', 'austinahilton', 'CryptoverseVIP', 'thewastedlands', 'kucoincom', 'Yourpop8', 'gate_io', 'OuterRingMMO', 'Orbitauofficial', 'SeedifyFund', 'PolkaFoundry', 'AngelicTheGame', 'cz_binance', 'PascalCros', 'PanteraCapital', 'Crypt_o_Rico', '0xArcyl', 'domscrypto', 'TommyGemFinder', 'GameFi_Official', 'decubate', 'michaelwrub', 'MrBeast', 'CrossTheAges', 'POWERCITYio', 'gamespad_vc', 'ZeldaInu', 'AvalaunchApp', 'AltcoinDailyio', 'MustafaAdanal02', 'ZappyFi', 'MoonMetaverse_', 'GWSFinance', 'LayahHeilpern', 'BartBaker', 'elonmusk', 'PlayAscenders', 'davidgokhshtein', 'Verasiancharity', 'fightoftheages', 'SBF_FTX', 'Bitboy_Crypto']"
59,Krabby_eth,Krabby_eth,False,2012-11-20 06:35:56+00:00,3401 days 18:47:46.059408,3401,,"Crabs Assemble🦀! Crypto trader💰NFT Collector🎨
Always keeping an eye out for New Projects👀
DM for marketing 📩🚀",[],14506,4.265216112907968,790,18.755102040816325,261.265306122449,"['NOSHITCoin_io', 'coolcatsnft', 'BeatsuNFTs', 'LostEdenNFT', 'dippy_eth', 'CryptoMichNL', 'LystToken', 'UrbanApeClan', 'wizardschoolnft', 'LilMoonLambo', 'EnginesOfFury', 'khoshy', 'NFTshawty', 'MoonMoonGems', 'OniiEth', 'ethereumarm_nft', 'Miraz_Aslan', 'diverse', 'TimesSquareNYC', 'VoltInuOfficial', 'ShibaTitans', 'ShayanWazir5', 'snatchy_eth', 'LilTGems', 'UnikongNFT', 'KaibaDeFi', 'WatcherGuru', 'APompliano', 'ParallelNFT', 'SafeSolidity', 'BladeKingGlobal', 'BradleyMartyn', 'Dennis_Porter_', 'AltcoinDailyio', 'MMCrypto', 'SpaceAlbertVIP', 'RMDoxx', 'dookiesnft', 'thenovatar', 'NshProfessor', 'JackedApeClub', 'CaliPnL', 'QuantumMecca', 'MimirToken', 'Imhotep_eth', 'Zurlizurlizurli', 'Cointelegraph', 'MASQ_ai']"
60,earlycoins,EarlyCoins,False,2021-05-17 10:32:52+00:00,301 days 14:50:50.511908,301,https://t.co/UaRFUDimmj,"Earlycoins is a Platform for Low Marketcap Projects 
Find New Crypto Coins🚀
And NFT'S 🔥
Check Us Out-  https://t.co/y3iqsmqgGk
join our telegram now - https://t.co/BGjFs9g1lj","['https://t.co/y3iqsmqgGk', 'https://t.co/BGjFs9g1lj']",3109,10.32890365448505,357,5.3061224489795915,171.3673469387755,"['Future_Turtles', 'SolApe_squad', 'BestieArt', 'MetaGirlfriends', 'RoyalRabbitsClb', 'cryptegridy', 'JustMogwaiz', 'NFTFC21', 'eggtomatons', 'Chimp_Club', 'saverroutes', 'Snow_punkz', 'Space_Tokens', 'irina_cuteart', '0euvreAI', 'fanrungame', 'ToBoehm', 'pixelprimatesio', 'OpenHeadNFT', 'themetasapiens', 'coolbunnieseth', 'SpoderBytes', 'Powerpupsnft', 'afrobubble', 'LPBCNFT', 'SUPERDOGEio', 'guppygangnft', 'animexNFT', 'Moondusa', 'PSLNFT', 'Steam_Exchange', 'RavensNFT', 'MadMeerkatNFT', 'metafansnft', 'wormcitynft', 'earlycoins', 'GenericHeroes', 'ChargedPunks']"
61,CoinDiscoveryy,CoinDiscovery,False,2021-05-30 19:12:32+00:00,288 days 06:11:10.888192,288,https://t.co/hx8KbySvXR,CoinDiscovery gives you unparalleled coverage of Crypto revolution | Your top source for the best new cryptocurrency projects | Tweets Are Not Financial advice,[],26388,91.625,564,12.98,3.02,['elonmusk']
62,Akbaalia,AKBAALIA.ETH,False,2011-02-26 22:16:52+00:00,4034 days 03:06:51.278338,4034,,"$ETH $SOL #NFT News, Featured Projects, Updates, Analysis | New Contemporary & Pop Art | Based in 🇹🇭 | No Paid Promotion | Crypto Class of 2015",[],6724,1.6668319286068418,6409,1.02,97.1,"['anicha_nft', 'mattysino', 'benangbaja', 'trader1sz', 'withFND', 'iamDCinvestor', 'TwitterSupport', 'DonCryptoDraper', 'CypherzNFT', 'garyvee', 'inversebrah', 'McDonalds', 'DeItaone', 'bigmagicdao', 'kissroses76', 'Loulanweu', 'googlemaps', 'Future7772021', 'twobitidiot', 'bert1__', 'Gerygrietss', 'Paerytopia_NFT', 'pierre_crypt0', 'KRMA_0', 'solana_king', 'MacroCRG', 'blknoiz06', 'opensea', 'beeple', 'MonkeyCharts', 'nftpeasant', 'TheTaylorCo', 'hunterorrell', 'UN', 'Auditor_CGAP', 'avril15NFT', '0xAlice_', 'JayVader8', 'josephdelong', '2_4_5T_2_4_D', 'zhusu', 'ONGGstudio', 'DojoNamwong', 'CaliCoastReplay', 'MKU_NFT', 'Apple', '12yearoldwithcc', 'AltcoinDailyio', 'trading_peter', 'TimRunsHisMouth', '0xinsanity', 'coinmamba', 'latestinspace', 'THEJUM569', 'null_space', 'Kandavir']"
63,Crypto_keep,The Crypto Keeper,False,2017-12-15 00:40:25+00:00,1551 days 00:43:18.734461,1551,,"In a long term relationship with #NFTs
Digging around for the best crypto deals.
Bringing dead projects some new life.
$BTC $ETH $BNB $CAKE #NFT",[],13515,8.713733075435202,2830,26.98,816.1,"['BscProjectOrg', 'HamiltonHamie', 'Eljaboom', 'beyondprotocol1', 'ThinkingBitmex', 'NattySanuk', 'jmanzi123', 'RobGronkowski', 'TheMoonCarl', 'PARABOLIT', 'PancakeSwap', 'TheUFOtoken', 'steveaoki', 'cz_binance', 'binance', 'BabelHodl', 'Kali_Eth', 'QuotidianM', 'astronauttoken', 'hulkordie', 'seascapenetwork', 'TheCryptoDog', 'cryptorapcalls', 'NeuralPepe', 'RoroSan32423142', 'GamebredFighter', 'thecoingirl', 'BinanceChain', 'space_bums', 'Medium', 'attorneyjeremy1', 'steve46166200', 'Charlyjordan', 'crypto_lum', 'GhostfaceCryptO', 'CoinDesk', 'TheApeBilly', 'davidgokhshtein', 'nft_cars', 'CryptoBear21', 'OrlamboMoon']"
64,cryptodaily_ann,Crypto Daily,False,2021-06-06 07:09:53+00:00,281 days 18:13:51.236996,281,,"🎊Marketing & Advertising of new projects
🎉Promotion of new Airdrops/Bounty/Giveaways

#BSC #Airdrops #TRX #BTC #SOLANA #BNB #Airdrop #Metaverse #WEB3",[],16227,57.74733096085409,1439,2.14,703.96,"['solana', 'basismarkets', 'cryptodaily', 'ArbiDogecoin', 'iearnfinance', 'PlayCrabada', 'avalancheavax', 'PancakeSwap', 'radicle', 'REVV_Token', 'verasitytech', 'AxieInfinity', 'TheUFOtoken', 'mangomarkets', 'LiqProtocol', 'OasisProtocol', 'PlayMining_SG', 'arbitrum', '0xDAO_fi', 'TrustWallet', 'FrontierDotXYZ', 'Ultra_I', 'dego_finance', 'solidlyexchange', 'VoxiesNFT', '0xPolygon', 'cosmos', 'harmonyprotocol', 'akashnet_', 'beethoven_x', 'arbinyan', 'HeroesEmpires', 'parsiq_net', 'terra_money', 'YieldGuild', 'kadena_io', 'metalpaysme', 'CapDotFinance', 'BinanceChain', 'bonfida', 'arbis_finance', '_veDAO_', 'VulcanForged', 'GoGalaGames', 'RealMetaRivals', 'renprotocol', 'Saber_HQ', 'ProtonXPR', 'tombfinance', 'NEARProtocol', 'ArbiFarm', 'Polkadot', 'StarLinkETH', 'VenusProtocol', 'troytrade', '_2omb', 'moviebloc', 'FantomFDN', 'clover_finance', 'ultra_io', 'Terra_Virtua', 'StargazeZone', 'SpookySwap', 'KyberNetwork', 'Stepnofficial', 'MetisDAO', 'GamerHashCom', 'HiBlockTalks']"
65,HildakoaCrypto,Hildakoa🩸,False,2022-02-08 16:25:05+00:00,34 days 08:58:39.713609,34,,"Founder at @kahirunft Crypto investor, believer of the massive adoption of this technology and the metaverses. New account for new projects and crypto analysis",[],751,22.08823529411765,129,19.52,403.4,"['oceans21k', 'taras_eth', 'dlatorrestudio', 'Aitzolarev', 'HodeiPiquer', 'BlasGA', 'bpotter61', 'Hermanncap1', 'kahiruNFT', '77Mateuszz']"
66,Crypto1nvestNFT,INVESTORS HUB 📊,False,2014-02-18 04:56:20+00:00,2946 days 20:27:25.251881,2946,https://t.co/rglpqYOceb,The best place to find new and exciting projects 🚀 of all sorts 💎 | DYOR #NFT #BNB #AVAX #ETH #TRX | English 🇺🇸| Spanish 🇪🇸,[],106887,36.282077393075355,20768,23.387755102040817,47.83673469387755,"['IntelGamer504', 'Joshua_Squashua', 'BillyM2k', 'andre97almeida', 'WAGMIgrowhouse', 'ChonkzNFT', 'fuglycreatures', 'SammyArriaga', 'invisbleapes', 'ApesWorld_Web3', 'datadopenft', 'Mrym_nft', 'SurrealsNFT', 'TheTrashPiles', 'creationnft_eth', 'meta4ickal', 'safuuprotocol', 'CyberPlanes', 'lordbeardeth', 'joshwax_', 'SkylumSoftware', 'suitskeletons', 'MxGarnero', 'HeadsAlien', 'officialboredAi', 'NFTLover34', 'GoldenBearNFT', 'DerpyToshiCoin', 'TheJailHelmets', 'sloikaxyz', 'boredaigallery', 'GreatMasquerade', 'lilbabyfrens', 'NFTBINGOGAME', 'MrEthPromoter', 'RYourslegit', 'outlaws_nft', 'Voxels_NFT', 'thenovatar', '500px', 'Death_atSpace', 'univmoney', 'NftRated', 'btcjoint', 'OurBroward', 'LostLegendsnft', 'BrnToken', 'toastpunk', 'opensea', 'bricktopians', 'tchebotarev', 'apesonethereum', 'thewhitelistio', 'SuperWomen_NFT', 'HybridFacti0ns']"
67,Airdrop_Exp,Airdrop - Free Crypto (For All),False,2021-02-25 07:26:50+00:00,382 days 17:56:55.688927,382,,Missed UniSwap/1inch Airdrop? Looking for New Airdrops? We help you find the best crypto airdrop! | Project Promo | 📩 DM on Twitter / DM here - https://t.co/cLxTUjBLH0,['https://t.co/cLxTUjBLH0'],158800,415.70680628272254,47,517.82,2559.92,"['Multiverse_Muer', 'log_games_', 'elonmoonspace', 'CoinMarketCap', 'RichverseWeb3', 'Cryptohunterann', 'xuxinshabi', 'yangwan5566', 'BrianBrooksUS', 'meow_finance', 'UltramanNFTs', 'Cryptorodnft', 'chenjac49827229', 'BitfuryGroup', 'GariToken', 'AxlToken', 'Novaland_io', 'kHETxAAzmMb9ZTC', 'Web4Project', 'MetaphoXanadu', 'multinft', 'XTexchange', 'Karmaverse_io', 'MetaInsurgent', 'ShremHouse', 'PlayWizardia', 'AncientKingNft', 'REALSWAK', '3', 'LiveTrade_io', 'MetakingsAI', 'BoxRingGames', 'JOJOMetaverse', 'nftarenas', 'TheBinanceNFT', 'Monster_Saga', 'FCC98783078']"
68,cryptotmms_g,TMMS,False,2021-07-19 14:37:41+00:00,238 days 10:46:05.147583,238,https://t.co/X132ZkglDE,"Crypto and NFT.  
@TronNinjas team. Moderator in @sad_girls_bar and @OfTheNightClub 🌈
Always looking for NFTs and new crypto projects.",[],11263,47.3235294117647,1349,1.26,14.3,"['SnoopDogg', 'GinaPalmerinArt', 'wishervodka', 'sliztoonz', 'MelissaRowley', 'Rig0r1', 'Sothebys', 'M_a_xxx_83', 'NotYourBroNFT', 'ThankYouX', 'Nicky73114503', 'lazylions8710', 'BrownMoneyDoll1', 'debsoon', 'randizuckerberg', 'cryptotmms_g', 'niftyturbans', 'unicorndao_xyz', 'BLUEOR1G1N', 'sad_girls_bar', 'tronpulseio', 'StudioBrooke', 'KelevraKing', 'OfTheNightClub', 'hantothemoon', 'GeekNYWoo', 'courtneydisco', 'TronNinjas', 'GirlsRidingNFT', 'ERALoRnft', 'MetaCoast', 'friedlambchops', 'RebelsMansion', 'PictureDayNFT', 'cryptoskulls', 'MCUMarketplace']"
69,Crypto_World_z,CRYPTO SHILLER,False,2021-10-26 16:30:12+00:00,139 days 08:53:34.623940,139,,"We dedicate to research new crypto projects. Not a Financial Advice, Do your own research. 
DM for partnerships for free.",[],16367,117.74820143884892,46,17.92,78.92,"['myalgo_', 'BitcoinFear', 'calm_dao', 'TheMoonCarl', 'xrpdroid', 'FloridamanNft', 'XRP_Airdrops', 'omeragoldberg', 'XUHunihive', 'XparrotsNFT', 'xrpltool', 'Deconder12', 'Nkematics', 'uniyj1', 'onchainwhales', 'XrpKatana', 'XscapeNFT', 'ConnorYMartin', 'Joanna7459', 'XRPjenna', 'MMCrypto', 'xstackcoin', 'StaykX_', 'VulcanP2E', 'XRPLRainforest', 'DahBishop', 'Uniswap']"
70,newwprojects,New Projects - Crypto ,False,2021-09-02 14:33:29+00:00,193 days 10:50:18.084378,193,,Yeni Projeleri Araştırıp En Kısa Sürede Derleyen Hesap. Yeni Listelemeler - Gem Coin Araştırmaları ve Daha Fazlası ⭐ DM For Promo 📩,[],18885,97.84974093264249,1088,159.7,58.62,"['thewastedlands', 'kucoincom', 'Bullieverse', 'TheNestArcade', 'AmaraFinance', 'coindoktorunuz', 'CakirbeyNusret', 'AxlToken', 'kriptoburcu1', 'piyasaanaliziii', 'newwprojects', 'DreamversePro', 'MarsAtlass', 'KriptoCapris']"
71,CryptoCallerz,Crypto Callerz. We research and call the next gem.,False,2017-01-26 15:07:19+00:00,1873 days 10:16:28.518318,1873,,"Dedicated to researching new crypto projects. DM for partnerships.

Panda Girl Investor and Believer! $PGIRL.

Not financial advice. Do your own research.",[],38380,20.491190603310198,280,1.5,60.04545454545455,"['CryptoWilson786', 'AstroShitCoin', 'SilvrHazeYoko', 'elonmusk', 'pinkecosystem', 'McDonalds', 'Mrkanenas420', 'Sinue_jim', 'PandaGirlToken', 'evgenyres']"
72,CryptoGemsNFT_,BIT GEMS ꕥ,False,2012-07-04 02:22:48+00:00,3540 days 23:00:59.909298,3540,,Bitgem brings you an insider 🕵️‍♀️ Look on all new crypto related projects 💎 📥 Dm to Promote your project 🚀 | #Btc #Bnb #Eth #Defi #Giveaway #Terra |,[],1010123,285.3454802259887,5057,125.92,261.44,"['BscProjectOrg', 'bushido', 'AshwinBadri2', 'MarilynMonroe', 'Eth_Promoter', 'TheLandlordArmy', 'tommywheelart', 'Krypto_masters', 'royalpantheremp', 'BNBCHAIN', 'Biswap_Dex', 'Cobra_NFT', 'coinkitten1', 'GemHunter_100x', 'YONWORLD7', 'TiggerFinance', 'Bobatama', 'PancakeSwap', 'AltCryptoGems', 'gate_io', 'ConnectorCoin', 'GoldenBrosNM', 'CorsacV2', 'CiervoGems', 'TheGoblinsNFT', 'safuuprotocol', 'power_i0', 'CAR_DAO1', 'news_of_bsc', 'BigBizWorld', 'cryptochampi0ns', 'RememberNFT', 'SharksCoins', 'royalmnofficial', 'TheBlindClubNft', 'ThecatWorldx', 'cryptogems555', 'HainoRuler', 'petpawsnft', 'Crosschainfarm', 'Cryptogemsguru', 'CRYPTOVERSE_18', 'SmartBSCNews', 'NewFT_Projects', 'bsc_daily', 'WhenMarketing', 'SpaceAlbertVIP', 'REBEL_BOTS', 'bscscan', 'landlord_token', 'PerkyPenguinNFT', 'thenovatar', 'WealthyPandaNFT', 'CrayonKevinNFT', 'Supremekongnft', 'EliteNerdzClub', 'TheBinanceNFT', 'CorsacV2tribe', 'toastpunk', 'koonimalsnft', 'DogequeenBSC', 'theimnium']"
73,bricepromos,CryptoBrice,False,2010-01-29 07:18:36+00:00,4427 days 18:05:12.365682,4427,https://t.co/LdNDCghhqV,RTs/Likes/Posts ≠ Not Advice | @bricewinners | #BSC #TRX #XRP #BTC #BNB #AVAX #NFT #ULTI VOUCH : #legitkerem,[],228921,51.71018748588209,645,167.72,848.04,"['pitchmaknae_', 'bricepromos', 'AmazingDogeBsc', 'GlazeCrypto', 'KeplerHomes', 'MetaverseMoon', 'ihellowyeoppo', 'MDJClubNFT', 'SaptaLucky777', 'imwinluckyx_', 'WOHLSTANDCEX', '3DMFER', 'metarabbitclub', 'TFG_NFTS', 'VCGamers_io', 'yajjiigu', 'de_arasyy7', 'cityizhanxx', 'polylastic', 'Bigwin88Oyee7', 'bricewinners', 'Davidmysonny', 'MetaHousebsc', 'subakcityx_', 'YoleeUniverse', 'dmcarxwincityx', 'BenCaselin', 'indodax', 'veeyxb']"
74,GemsScope,GemsScope,False,2021-06-24 13:07:16+00:00,263 days 12:16:32.806869,263,,"#NFTs #Crypto Scoper😍Trader #Hodler |My tweets are just my opinions,Always #Dyor Not Financial Advise| #GemsScopeFam",[],104063,395.6768060836502,15429,79.06,353.26,"['seekersnfts', 'poorrichboys', 'marcoturini', 'InvsbleLanders', 'royalpantheremp', 'TravelLifeLove', 'Beeyonders', 'Annatrades4life', 'Beraatd17', 'JinGossips', 'nursen_nft', 'DaftPunk1m', 'NickCor14719981', 'WarriorsvAliens', 'pkmpkmnft', '2053000h', 'SourPicklesNft', 'RmolloyD', 'Dayok42', 'elifssarix', 'LK_PAS_', 'Alleykatznft', 'UnapologeticApe', 'Agnaryst', 'birazhirs08', 'SadBearsClubNFT', 'ChiefKeef', 'magnus4497', 'metawizardsnft', 'Babolex', 'EliteNerdzClub', 'NextFuTureMint', 'SatcoinSonofBTC', 'Bbbbbbssssss222', 'NFTenigmatic', 'CyberVampsNFT', 'Maddyy1314', 'TribeQuokka', 'GemsScope', 'QuantumEraNFT', 'ZuzuxNFT', 'tinyplanets_', 'MetaZork_nft', 'claudiuNeagu11', 'Headless_Soc', 'SuperlativeApes', 'TelfordAbbie', 'speedycrypto7', 'zeoynepwtooku2', 'NftKaori', 'RaginPatel4', 'ZKenpacchi', 'TokenBoyCollect', 'sani96798883', 'anne_billena', 'mertyvs11', 'NekoryMoonlight', 'YCRmaster', 'whaleboxNFT', 'STDevilsNFT', 'bb9753111', 'Avaxtrader11', 'kr4yb', 'A0Cqxto5G8G0kAm', 'Bushido_Society', 'FratApesParty', 'TheMadDogzNFTs', 'k4ijaja', 'ac20567ck', 'SugarClan69', 'DarthGenius7', 'PixelGorillaClb', 'ninjabearsNFT', 'Restako1', 'BadassApeNC', 'Lynna_Funari', 'FernandezColinn', 'ToTheSkiesLimit', 'DilsahRal', 'PopUiuiuiuiui', 'thewhitelistio', 'CryptoN33084292', 'TheArmadillos', 'g9_sut', 'DFrimans', 'BeavisNFTs', 'Aerox15555', 'KeremGuzel21', 'Jasmineyou999', 'ppplove23', 'Somsberry', 'ThundersCrypto', 'CryptoCatPunks_', 'AstronotsETH', 'TheMetaTribes', 'WarriorsOfAnkh', 'TheOnlyJoeKane', 'kriptoanna', 'CoolNameLiving', 'Do011001', 'MoonApeLab', 'baaaaldperson', 'B0risss178', 'Jeep9d', 'Cuter007', 'Rogemsto', 'LeonardWSL1', 'GBRazvan']"
75,Defigemz,DeFİ GemZ #NFT #BSC #Polygon #UNISWAP,False,2012-08-28 16:11:10+00:00,3485 days 09:12:39.230273,3485,,"#Bitcoin , #Etherium, #Binance , #NFT , #BSC #Polygon #ETH #XRP",[],4423,1.2691535150645623,1,0.5,10.833333333333334,"['CafeswapTr', 'RaydiumProtocol', 'jack', 'newageadviser', 'MinaProtocol']"
76,Sparklingking1,Hope Michael🤴🏽,False,2018-12-20 17:26:56+00:00,1180 days 07:56:53.731108,1180,,"Crypto Enthusiast||Blockchain Promoter||Content Creator||Manchester United♥️|| 
@thecommunitydao Ambassador
Join the discord channel: https://t.co/0HVVvmkTHp",['https://t.co/0HVVvmkTHp'],353,0.29915254237288136,3924,2.06,1.72,"['CryptoGPO', 'bon_finance', 'TheMoonCarl', 'HodlBee', 'DearyHybee', 'verified', 'SharksCoins', 'AltcoinWorldcom', 'Crypto_God_Jay', 'cryptogems555', 'Cryptonftgems', 'cryptoworld202', 'WatcherGuru', 'Ralvero', 'CryptoGrizman', 'thecommunitydao', 'AltcoinDailyio', 'Dacutest_zee', 'rovercrc', 'Sparklingking1', 'MartiniGuyYT', 'WinnieBK5', 'CryptoGenie99', 'cyhnft', 'aegean2356', 'davidgokhshtein', 'bon', 'CryptoGemsCom', 'Himansh08921913']"
77,DefiGemsCapital,"Defi Gems Capital - GameFi , Metaverse",False,2018-01-21 01:02:07+00:00,1514 days 00:21:43.205719,1514,,"Top #Crypto Projects, #IEO, #ICO, #IDO, #DeFi News and Analytics.

Investing in the future.

#ETH #BSC #BNB #AVAX #Solana #FTM",[],129188,85.32892998678996,6937,1.2083333333333333,636.7708333333334,"['valkyrie_money', 'AP', 'cybertradegame', 'PPathole', 'Acecryptoinfo', 'okexinsights', 'shyftnetwork', 'morcosa', 'jayhao8', 'BitValleyInc', 'brian_armstrong', 'kucoincom', 'intotheblock', 'scottmelker', 'SeedifyFund', 'HuobiSg', 'ODDO_BHF', 'cz_binance', 'cmsholdings', 'binance', 'gateio_es', 'YouTube', 'VulkaniaApp', 'Huobi_India', 'ODELL', 'SecondLiveReal', 'qorpoco', 'paxworldteam', 'Bullieverse', 'ErcXspace', 'jackmallers', 'NFA_Community', '0xLZ3', 'PixelBandsNFT', 'BinanceChain', '5ireChain', 'alvin_kan', 'capitalcom', 'SpaceX', 'alextapscott', 'btc', 'elonmusk', 'jack', 'plutoniansgame', 'engineers_feed', 'BitcoinMagazine']"
78,LauraVGems,Laura Valls,False,2018-07-01 02:47:19+00:00,1352 days 22:36:31.704726,1352,,#NFT and Crypto Shiller 🔥 #BTC #BNB #ETH  💎💎 Gem Addicted • ⛷️ Ski expert • 🏞️World explorer 💵 DYOR 🎮 #GameFi #P2E #DeFi #NFTs #Crypto #1000xgems,[],174686,129.20562130177515,30164,0.06,0.02,"['maxo_speed', 'MetaOpsGaming', 'AxolsCNFT', 'CoinMarketCap', 'KarlFoxNFT', 'AwkwardDragons', 'SolanaHills', 'garbagefriends', 'MegaBitcoinBTC', 'LarvaApes', 'AquaDoge1', 'metaversero', 'aristeasgriffin', 'theJedHenry', 'coinkit_', 'SkypodsBA', 'MaskedClub', 'BabydogezillaA', 'CELESTIALZ777', 'MetaBotsP2E', 'CAR_DAO1', 'tgdaopad', 'HighSchoolApes', 'DeathNote_Token', 'SimeonNFT', 'BakugouNFT', 'NekoCoreNFT', 'LeagueHamsters', 'binance', 'TheScroogeToken', 'ArcheWorld_NFT', 'Survive_P2E', 'GamefiProtocol', 'FunkyFellasNFT_', 'Pixelanders', 'INTCHAIN', 'BabyDragonsClub', 'ADA__Lover', 'ExileXCIX', 'MetaInsurgent', 'EverLitToken', 'SeniorApeGC', 'BlocksmithLabs', 'ScoobyInuToken', 'TombStonedHS', 'CryptoFlexToken', 'TowerVerse', 'PerkyPenguinNFT', 'FiveTigerNFT', 'AdaYetisCNFT', 'FlowerFamNFT', 'Hoardable', 'InstinctToken', 'sonof_btc', 'MDLbscofficial', 'TCryptoclash', 'project2090nft', 'BillzHub', 'goatelves']"
79,Shib_nobi,Shibnobi,True,2021-10-30 11:50:21+00:00,135 days 13:33:30.079339,135,https://t.co/OlCF4RXE2S,"Shibnobi, Inc. “The World's Most Deadly Shiba!” 🥷",[],132540,981.7777777777778,2047,1210.54,669.28,"['BitMartResearch', 'BabyDogeCoin', 'U40073790', 'ShinjaToken', 'JamieKennedy', 'clashofdoge', 'saitanobi', 'KounotoriToken', 'AdamEShelton', 'GraftedBars', 'Bobatama', 'ChinaPumpWXC', 'CryptoJeffro13', 'MartinKove', 'Free_Patriot76', 'threeohdao', 'OzRemihana', 'Shib_nobi', 'CryptoGreyy', 'TheCryptoExpo', 'Shinja_moon24', 'BKEXGlobal', 'aaifranky', 'PlatanasoToken', 'YetiCoinEth', 'Lovely_finance', 'Globel61602979', 'bitgertbrise']"
80,labjun_gari,🅼🆄🅹🅴🅴🆈,False,2013-12-14 10:26:33+00:00,3012 days 14:57:18.506552,3012,https://t.co/16CzwedJnO,"Realist...😑
Nigeria First...✌️",[],3375,1.1205179282868525,13329,4.86,31.82,"['BabyCatcoinBSC', 'Husseinnn_A', 'maryamapanda', 'Abou_Sidra_', 'Naija_PR', '__eemaan', 'NameerGaya', '__Cryptoqueen', 'anndylian', 'Brooks92266313', 'HolyHavanaaa', 'kucoincom', 'mustymuhd', 'DeGodsNFT', 'toystory', 'mi_dutse', 'CraoToken', 'Pixar', 'InuKishu', 'cz_binance', '__ayasmeen', 'shibainuart', 'binance', '_rOdn3y', 'Farshad84478821', '1goonrich', '___habijan___', 'HuobiGlobal', 'TequilaTheshot', 'veve_official', 'Aishatu__Gimba', 'saylor', 'ComicsandCrypto', 'WAGMIWynn', 'rudavines', 'DefCafeSociety', 'elonmusk', 'Maama_MB', 'crypticthreadz', 'CryptoGemsCom', 'abba_elnafaty', 'safiyyatu92']"
81,crypto_bulls07,CryptoBULLs 📈🚀,False,2019-11-21 13:42:35+00:00,844 days 11:41:16.960652,844,https://t.co/I4sgd3D7tK,Everyone gets #BTC at the price they deserve| sniping #memecoin | hunting #ERCGems $ #BSCGems | JOIN WHITELIST: https://t.co/I4sgd3D7tK  @MedabotsWorld,['https://t.co/I4sgd3D7tK'],166976,197.8388625592417,4813,81.8,36.7,"['Eterna_Hybrid', 'Ethlas_Official', 'MedabotsWorld', 'Yellow_Banana_C', 'Crypto_ZeroFi', 'GambleVerseBsc', 'GHLtoken', 'RealFlokiCat', 'EmeraldCatBSC', 'JapaneseCrypto', 'estatexeu', 'Brass_Statement', 'bankoffrog', 'loungeloversnft', 'FlexiCash_', 'OGTokenOfficial', 'TiggerFinance', 'avnrich', 'TokenGrimace', 'crypto_bulls07', 'AurumProtocol', 'PitDogeOfficial', 'HordeTweets', 'vincechain', 'thugturtlenft', 'Odin_tokens', 'CatwitchCoin', 'tribeonedefi', 'ultramineapy', 'LevkoyCat', 'FlokiSteroidBSC', 'NyanCatCoin_BSC', 'openstreamworld', 'kuswapfinance', 'MetoshiRedpanda', 'GroveToken', 'AugmentedUniver', 'sirluisbr', 'metagochi', 'DoctorK_rypto', 'MetaKongBSC', 'JRNYcrypto', 'MobulaFi', 'mortalwar_p2e', 'ftsmonsterio', 'ZombermanToken', 'bitcrusharcade', 'Steampad', 'TheCoffeeBlock']"
